,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
1010,Asset Portfolio Expert,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Creative/Design/Art, IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, design, adobe photoshop, engineering, finance, english",0
1011,Real Time Optimization Engineer,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, information technology (it), computer science, engineering, software development, design, manufacturing, troubleshooting",0
1012,Digital Factory Senior Project Manager,Saudia Dairy & Foodstuff Company (SADAFCO),SaudiArabia,Makkah,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Project Management, Information Technology (IT), Computer Science, PMP, Engineering, Management, Marketing",0
1013,Senior Azure DevOps & System Automation Engineer,CyberInsight Ltd.,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, DevOps, AWS, Software Engineering, Docker, Linux",0
1014,Principal Product Manager - Operations,Cafu,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Project/Program Management, Product Management, Marketing, Sales, Information Technology (IT), Computer Science, Project Management, Market Research",1
1015,Lead Java Developer (Services) - Opportunity to relocate to UAE,Lab49,UnitedArabEmirates,Dubai,Full Time,Not Specified,Manager,Not Specified,"IT/Software Development, Operations/Management, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Java, Software Development, javaScript, Software Engineering, Computer Engineering",0
1016,Maintenance Engineer,TGT group,UnitedArabEmirates,Abu Dhabi,Full Time,Not Specified,Not specified,Not Specified,"Installation/Maintenance/Repair, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Maintenance, Engineering, Mechanical Engineering, Information Technology (IT), Electrical Engineering, Installation, Computer Science",0
1017,QNB2878-Senior Manager IT,QNB Group,Qatar,Doha,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, software, english, customer service",0
1018,Downstream Corrosion Engineer,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Other, engineering, information technology (it), computer science, oil &amp; gas, chemical, chemical engineering, planning",2
1019,Marketing Automation and IT Specialist,The Rocket Marketing,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Media/Journalism/Publishing, marketing, information technology (it), social media, computer science, english, communication skills, google analytics",2
1020,Business Analyst - Supply Chain Business Control,Heineken,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",0
1021,Continuous Improvement Lead--Asyut Plant,Coca-Cola HBC,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, engineering, information technology (it), sales, computer science, management, manufacturing, maintenance",0
1022,Risk-Based Inspection (RBI) Facilitator Engineer,ICM People do Brasil,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, engineering, information technology (it), computer science, microsoft office, management, english, mechanical engineering",0
1023,Senior Project Manager - Commercial Offices,AtkinsRéalis,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"Engineering - Construction/Civil/Architecture, IT/Software Development, Project/Program Management, Project Management, Engineering, Information Technology (IT), PMP, Computer Science, Management, Civil Engineering",0
1024,Business Strategy Senior Manager- Products,Accenture,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Business Development, Marketing/PR/Advertising, Project/Program Management, Marketing, Sales, Business Development, Product Management, Business Planning, Project Management, Computer Science",1
1025,Senior Reservoir Engineer,North Oil Company Qatar,Qatar,Doha,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Mechanical Engineering",0
1026,Team Leader (Fixed Term Contract),Resource Solutions,UnitedArabEmirates,Dubai,Freelance / Project,Not Specified,Experienced,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Sales, Sales Skills, Information Technology (IT), Sales Target, Computer Science, Customer Service, Real Estate",1
1027,Service Engineer,BICS,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, Customer Service, Engineering, Information Technology (IT), Computer Science, Customer Care, Customer Support, Sales",1
1028,Oracle Functional Test Lead,Cognizant,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, information technology (it), computer science, software development, engineering, testing, quality assurance, design",0
1029,Service Specialist: Doha Qatar,NOV,Qatar,Doha,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Operations/Management, Engineering - Telecom/Technology, information technology (it), computer science, engineering, customer service, software",0
1030,"Field Engineer - Dammam, Saudi Arabia",Scientific Drilling,SaudiArabia,Riyadh,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Electrical Engineering, Maintenance, Installation, Mechanical Engineering, Information Technology (IT), Computer Science",0
1031,Network Engineer,Core42,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Networking, Computer Engineering, Networks, Installation",0
1032,"Graduate Intern - Professional Services Cairo, EG",Incorta Inc,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Engineering - Telecom/Technology, microsoft office, information technology (it), computer science, marketing, engineering, science, sql",0
1033,Time Service Delivery Expert - German Speaking.,Novartis Pharma AG,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, customer service, information technology (it), computer science, sales, administration, english, management",1
1034,Business Development Manager,GlobalData Plc,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Business Development, Marketing/PR/Advertising, Sales/Retail, Business Development, Sales, Sales Skills, Sales Target, Marketing, Customer Service, Customer Support",1
1035,Secondary Teacher of Biology at Safa Community School,Safa Community School,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"Administration, R&D/Science, Education/Teaching, education, teaching, administration, admin, biology, science, english",2
1036,Senior Manager BPA (Business Planning Administration),Caliberly,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Project/Program Management, Sales/Retail, Sales, Sales Skills, Customer Service, Project Management, Marketing, Information Technology (IT), Customer Support",1
1037,Inside Sales Engineer,Koch Industries,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"Sales/Retail, Engineering - Mechanical/Electrical, Engineering - Other, Sales, Sales Skills, Engineering, Sales Target, Electrical Engineering, Mechanical Engineering, Customer Service",1
1038,Regulatory Affairs Specialist - East Gulf & Levant,Takeda Pharmaceutical Company Limited,Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"Administration, Medical/Healthcare, Pharmaceutical, Pharmacy, Regulatory Affairs, Administration, Science, Legal, Pharmaceutical, Medical",2
1039,Egypt Country Manager,Haleon,Egypt,Cairo,Full Time,Not Specified,Manager,Not Specified,"Customer Service/Support, Operations/Management, Sales/Retail, Sales, Sales Skills, Customer Service, Indoor Sales, Management, Outdoor Sales, Customer Care",1
1040,Business Analyst - Technical Writer,Ahoy,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",0
1041,Performance & Finance Analyst,Saudi Aramco,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Human Resources, IT/Software Development, Engineering - Telecom/Technology, Performance Management, Human Resources (HR), Recruitment, Computer Science, Information Technology (IT), Management, Microsoft Office",2
1042,Network Administrator,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"IT/Software Development, Network Administration, Information Technology (IT)",2
1043,IT Manager - SAP Implementation,Human Quality,Egypt,Alexandria,Full Time,On-site,Manager,10 - 12,"IT/Software Development, IT, Computer Engineering, Project Management, SAP, Management, Information Technology (IT)",0
1044,Pre-Sales Engineer - Fresh Graduate,Capital Guard,Egypt,Cairo,Full Time,On-site,Entry Level,0 - 2,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, CCTV, Access Control, UPS, Fire Alarm Systems, Fire Fighting",2
1045,Senior Network Administrator,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,4 - 6,"IT/Software Development, Information Technology (IT), Networking",0
1046,Devops Engineer,Contellect,Egypt,Cairo,Full Time,On-site,Experienced,5 - 7,"IT/Software Development, DevOps, Devops Engineer, Kubernetes, Software Engineering, Software Development",2
1047,EHS Specialist,Zeina Group,Egypt,Sharqia,Full Time,On-site,Entry Level,1 - 3,"Other, EHS, Health &amp; Safety, Safety, Health",2
1048,Production Chemist,Eagle Chemicals,Egypt,Giza,Full Time,On-site,Entry Level,1 - 3,"males_only, Operations/Management, Manufacturing/Production, Engineering - Oil & Gas/Energy, Production, Chemicals, Alkyd, Microsoft Office, Engineering, Chemical Engineering, English",2
1049,Marketing and Social media Admin,Ignite Solutions ,Egypt,Cairo,Full Time,On-site,Experienced,2 - 3,"Creative/Design/Art, E-Marketing, Marketing, media, photoshop, Social Media",2
1050,Network Administrator Team Leader,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,5 - 8,"IT/Software Development, Information Technology (IT), Network Administration",2
1051,Head OF Accounting,Confidential,Egypt,Cairo,Full Time,On-site,Manager,3 - 5,"Accounting/Finance, Banking, Accounting, Finance, Financial Analysis, Financial Management",2
1052,Oracle ADF Developer,Ithmaar Integrated Solutions,Egypt,Giza,Full Time,Remote,Experienced,2 - 4,"IT/Software Development, ADF, Java, Oracle ADF",2
1053,GMP Compliance Supervisor,Al Andalous Pharmaceutical Industries,Egypt,Giza,Full Time,On-site,Experienced,8 - 10,"males_only, Manufacturing/Production, Quality, Pharmaceutical, GMP, Compliance, Pharmaceutical, Lead auditor, Lean Six Sigma",2
1054,full-stack PHP developer,MTS-IT,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"IT/Software Development, Full Stack, Information Technology (IT), HTML, Java, jQuery, MySQL, Software Development, Angular",2
1055,Business Analyst,Orchtech,Egypt,Giza,Full Time,On-site,Experienced,2 - 3,"Analyst/Research, Business Analysis, Communication skills, systems analysis, business",2
1056,Pharmacist (Female only),Pharmascienta,Egypt,Cairo,Full Time,On-site,Experienced,3 - 3,"Marketing/PR/Advertising, Marketing, E-Marketing, Online Marketing, Communication, Social Media, Content Creation, Content Writing, digital media, media",2
1057,System Administrator,Xceed Contact Center,Egypt,Giza,Full Time,On-site,Experienced,1 - 2,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Other, Engineering, Software, Information Technology (IT)",0
1058,Mechanical Design Engineer,Arcelormittal Egypt,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Creative/Design/Art, Engineering - Mechanical/Electrical, Design, Engineering, Mechanical Design, Mechanical Engineering, Production Engineering, Production, Mechanical, SolidWorks",2
1059,Full Stack Developer - Remote,Sequel Solutions,Egypt,Cairo,Internship,Remote,Student,0 - 1,"IT/Software Development, CSS, Full Stack, Java, JavaScript, React.js, Node.js",2
1060,Product Owner,QARA,Egypt,Cairo,Full Time,Hybrid,Experienced,1 - 3,"IT/Software Development, Agile, Product Management, User Stories, Product Owner, Technical Documentation, BRD, Backlogs, product road map, User Research",2
1061,Foreign Purchasing Engineer,Masader Al Jazeera  ,Egypt,Cairo,Full Time,Remote,Experienced,5 - 7,"Purchasing/Procurement, Engineering - Mechanical/Electrical, Mechanical, Mechanical Engineering, technical, Purchasing, Procurement, Materials, Spare Parts, Heavy Equipment",2
1062,Export Manager,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,5+,"Operations/Management, Export, Logistics, Sales, Supply Chain, International Business Development",2
1063,Odoo Developer,Centro,Egypt,Cairo,Full Time,Hybrid,Experienced,2 - 5,"Business Development, JavaScript, Programming, Python, CSS, HTML, ERP, Odoo, SQL",2
1064,Export Product Manager (Pharmaceutical),Orchidia Pharmaceutical Industries,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Marketing/PR/Advertising, Medical/Healthcare, Pharmaceutical, Pharmaceutical, Product Management, Marketing, Medical, Product, MBA, English",2
1065,Senior Inventory Management Officer ( Fashion Retail ),Al-Nasser ,Egypt,Giza,Full Time,On-site,Experienced,4 - 5,"Operations/Management, inventory, Management, Retail",2
1066,Senior PHP - Laravel Developer,Enterprizone Co.,SaudiArabia,Jeddah,Full Time,On-site,Experienced,4 - 15,"IT/Software Development, Laravel, PHP, MySQL, REST, Software Development, API, Testing, Github, AWS Cloud",2
1067,"R&D Senior Specialist ""Pharmacist""",EVA Cosmetics ,Egypt,Giza,Full Time,On-site,Experienced,1 - 4,"R&D/Science, Analyst/Research, Pharmaceutical, Development, Pharmaceutical, Pharmaceutical Research, Research, Cosmetics",2
1068,Mechanical and Electrical Design Engineer,Icontracting,Egypt,Giza,Full Time,On-site,Experienced,2 - 5,"Creative/Design/Art, Engineering - Mechanical/Electrical, Design, AutoCAD, Engineering, Mechanical Engineering, Electrical Engineering, 3D",2
1069,Mechanical Engineer / Electrical Engineer,Post Distribution Company ,Egypt,Cairo,Full Time,On-site,Experienced,3 - 5,"Engineering - Construction/Civil/Architecture, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Electrical Engineering, Management, Manufacturing, Engineering, Mechanical Engineering, technical, Mechanical",0
1070,Digital Marketing Specialist,Horizon Chemical for Special Chemicals ,Egypt,Alexandria,Full Time,On-site,Experienced,4 - 5,"Marketing/PR/Advertising, Sales/Retail, Content, Design, Digital, Digital Marketing, E-Marketing, Editing, Graphic Design, Management",2
1071,construction mechanical engineer,MAC EGYPT REAL ESTATE CO.,Egypt,Sharqia,Full Time,On-site,Experienced,6 - 8,"Engineering - Construction/Civil/Architecture, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical, Construction, Engineering, Manufacturing, Mechanical, technical, Mechanical Engineering",2
1072,Senior Systems Engineer,FinBi Finance & Banking Consultants International,Egypt,Giza,Full Time,On-site,Experienced,5 - 7,"IT/Software Development, Engineering - Telecom/Technology, MCSA, Information Technology (IT), computer, Engineering, Software Development",0
1073,Technical Office Mechanical Engineer,Aswaq,Egypt,Cairo,Full Time,On-site,Entry Level,0 - 5,"Engineering - Construction/Civil/Architecture, AutoCAD, Engineering, Mechanical",2
1074,Area sales manager (construction chemicals),Horizon Chemical for Special Chemicals ,Egypt,Alexandria,Full Time,On-site,Manager,10 - 20,"Engineering - Construction/Civil/Architecture, Operations/Management, Sales/Retail, Sales, Construction Engineering, Construction Field, Construction Management, Construction Materials, construction chemicals, construction chemical",2
1075,Sr. Flutter Developer,Ashtar Tech   ,Egypt,Cairo,Full Time,Hybrid,Experienced,1 - 4,"IT/Software Development, Android, computer, flutter, Software Development",2
1076,Regional Sales Manager,Ortho-House for Medical Services,Egypt,Alexandria,Full Time,On-site,Manager,10 - 12,"Medical/Healthcare, Manager, Regional Sales, sales skills, Sales Target, Sales, Customer Service",1
1077,ERP Senior Specialist,Kandil Industries,Egypt,Cairo,Full Time,On-site,Experienced,4 - 8,"IT/Software Development, Analyst/Research, business, ERP, ERP Solutions, ERP System, Odoo ERP, Odoo Development, Odoo",2
1078,PHP Backend developer (Web Crawler Plugin Developer),Webbingstone,Egypt,Giza,Full Time,Remote,Experienced,3 - 5,"IT/Software Development, PHP, Software Engineering, HTML, XML, JSON, Information Technology (IT), Front-End Development, CSS, JavaScript",2
1079,Senior Oracle Software Developer,ADI Microfinance ,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"IT/Software Development, Engineering - Telecom/Technology, Database, Oracle, Software Development, Software Engineering, SQL, Engineering, Information Technology (IT), Integration",0
1080,IT Manager,Riadco 2000,Egypt,Cairo,Full Time,On-site,Manager,15 - 20,"IT/Software Development, Information Technology (IT), IT",0
1081,Customer experience Coordinator,Hamza Group,Egypt,Giza,Full Time,On-site,Experienced,2 - 3,"Other, Coordinator, cx, system",2
1082,Technical Office Manager,Confidential,Egypt,Cairo,Full Time,On-site,Manager,10 - 15,"males_only, Engineering - Mechanical/Electrical, Mechanical Engineering, AutoCAD, Design, Engineering",2
1083,Senior Full stack Web Developer C # / ASP.NET - F or M,iucon Egypt,Egypt,Giza,Full Time,Hybrid,Experienced,2 - 5,"IT/Software Development, Engineering - Telecom/Technology, ASP, ASP.Net, .Net, SQL, JavaScript, Information Technology (IT)",2
1084,Infrastructure Manager,Confidential,Egypt,Cairo,Full Time,On-site,Manager,8 - 10,"IT/Software Development, Information Technology (IT), Infrastructure",2
1085,PLSQL Oracle Developer,DIRAC SYSTEMS,Egypt,Cairo,Full Time,On-site,Entry Level,1 - 2,"IT/Software Development, Oracle developer, SQL, Jasper, PostgreSQL, MySQL, HTML, XHTML, javaScript, CSS",2
1086,QEHS Supervisor,Confidential,Egypt,Giza,Full Time,On-site,Experienced,3 - 5,"males_only, Operations/Management, Quality, Engineering - Other, Health, Safety and Environment, Quality Assurance, Safety, Quality Auditing, EHS Management",2
1087,Automotive Accessories Deputy Sales Manager,Nile Projects & Trading,Egypt,Giza,Full Time,On-site,Manager,12 - 20,"Business Development, Sales/Retail, Business Development, sales skills, Sales Target, Automotive Sales",1
1088,Environmental Engineer,Arma-HSA,Egypt,Sharqia,Full Time,On-site,Experienced,3 - 5,"Engineering - Other, FMCG, HSE, ISO, Safety",2
1089,Mechanical Design Engineer,Royal Herbs ,Egypt,Giza,Full Time,On-site,Experienced,4 - 7,"Engineering - Mechanical/Electrical, 2D, AutoCAD, Design, Engineering, Manufacturing, Mechanical, Mechanical Engineering",2
1090,Mobile App Technical Lead,Confidential,Egypt,Cairo,Full Time,Hybrid,Manager,6 - 9,"IT/Software Development, Mobile Application Development, iOS Development, Android Development, Information Technology (IT)",2
1091,IT Manager,Hauberk capital,Egypt,Cairo,Full Time,On-site,Manager,7 - 10,"IT/Software Development, Agile, Communication skills, ERP, Information Technology (IT), Project Management, Software",2
1092,Frontend React JS Developer,Rescounts,Egypt,Cairo,Full Time,On-site,Experienced,1 - 2,"IT/Software Development, Engineering - Telecom/Technology, Software Development, React, REST",0
1093,"Full time Senior ASP Net Core, Blazor Full Stack Developer",Sinmar Soft ,Egypt,Cairo,Full Time,On-site,Experienced,3 - 10,"IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, blazor, MVC, ASP.NET Core, c#.net, ASP.net MVC 5",2
1094,Genesys Cloud System Engineer,Eqlaa,Egypt,Cairo,Full Time,On-site,Experienced,4 - 6,"IT/Software Development, Cloud, Engineering, Information technology, IVR, computer",2
1095,Senior Mechanical engineer,Bainona Engineering Company ,Egypt,Cairo,Full Time,On-site,Experienced,8 - 20,"Engineering - Construction/Civil/Architecture, gulf experience, Mechanical Engineering",2
1096,Sales Representative (Chemical ),Luna Pac,Egypt,Giza,Full Time,On-site,Entry Level,2 - 5,"Customer Service/Support, Marketing/PR/Advertising, Sales/Retail, Chemistry, Sales, Negotiation, Sales Target, sales skills",1
1097,Full Stack Developer Laravel & React,Confidential,Egypt,Alexandria,Full Time,Remote,Experienced,3+,"IT/Software Development, React, JavaScript, livewire, Front-End Development, front-end, Web Development, Back-End Development, php, Laravel PHP",2
1098,Network Engineer,K Line Europe,Egypt,Cairo,Full Time,Hybrid,Experienced,3 - 5,"Engineering - Telecom/Technology, Network Engineering, Cisco CCNP, Juniper, Palo Alto, Networking, SDN",2
1099,Software Engineer,AClass Solutions,Egypt,Minya,Full Time,Remote,Entry Level,1 - 3,"IT/Software Development, ASP.Net, HTML5, JavaScript, REST, CSS, Sharepoint",2
1100,Senior Procurement Officer,Zewail City,Egypt,Giza,Full Time,On-site,Experienced,5 - 7,"Logistics/Supply Chain, Purchasing/Procurement, Procurement, Supply Chain, Logistics, Management, Communication, Business Administration, business, Administration",2
1101,Project Manager,MBG,Egypt,Cairo,Full Time,On-site,Manager,20 - 20,"Engineering - Construction/Civil/Architecture, Project/Program Management, Construction, Engineering, Communication, Project Management, Management, Leadership, Project, Project Manager",2
1102,Senior System Administrator,Masria Digital Payment (MDP),Egypt,Cairo,Full Time,On-site,Experienced,3+,"IT/Software Development, ITIL, MCSE, MCSA, System Administration, IT, Security",2
1103,General Manager,Confidential,Egypt,Cairo,Full Time,On-site,Manager,15 - 20,"Operations/Management, Operations Management, Food Manufacturing",2
1104,AI Technical Team Lead,Syad Tech,Egypt,Cairo,Full Time,Remote,Experienced,3 - 5,"IT/Software Development, Information Technology (IT), Problem Solving, Algorithms, AI",2
1105,Infrastructure Manager,Kandil Industries,Egypt,Cairo,Full Time,On-site,Manager,10 - 15,"IT/Software Development, Information Technology (IT), IT Infrastructure, IT, Communication",2
1106,Quality Assurance / Process Improvement Supervisor,Nahdet Misr Publishing Group,Egypt,Giza,Full Time,On-site,Experienced,7 - 9,"R&D/Science, Quality, Quality, QA, Microsoft Office, Management, Time Management, Quality Assurance, ISO 9001, Iso 45001",2
1107,Microsoft Power Platform Developer,La Poire,Egypt,Cairo,Full Time,On-site,Experienced,1 - 3,"Human Resources, IT/Software Development, Analyst/Research, BI, Power BI, Power Apps, Oracle, SQL, HR Systems, HR Admin",2
1108,Senior Systems Administrator,Namaa Technology ,Egypt,Cairo,Full Time,On-site,Experienced,5 - 7,"males_only, IT/Software Development, CCNA, Linux",2
1109,IT Manager,Confidential,Egypt,Cairo,Full Time,On-site,Manager,8+,"males_preferred, IT/Software Development, Project/Program Management, Engineering - Telecom/Technology, Computer Engineering, Engineering, Information Technology (IT)",0
1110,Mechanical Design Engineer,SPMI,Egypt,Giza,Full Time,On-site,Entry Level,1 - 2,"R&D/Science, Engineering - Mechanical/Electrical, CAD, Design, Mechanical Engineering, Production, Manufacturing, Engineering, Maintenance",2
1111,Scholarship Specialist,Zewail City,Egypt,Giza,Full Time,On-site,Experienced,3 - 5,"Administration, Operations/Management, Project/Program Management, Fundraising, Donors, scholarship, Communication skills, Business Administration, events",2
1112,Process Technologist,International Food & Consumable Goods,Egypt,Giza,Full Time,On-site,Experienced,2 - 6,"males_preferred, R&D/Science, Engineering - Construction/Civil/Architecture, Process Improvement, Strategy Implementation, Analysis, Monitoring, Food & Beverage, Manufacturing Process, Process optimization",2
1113,Production mechanical engineer,Alpha Matar Co. For Elevators & Escalators ,Egypt,Giza,Full Time,On-site,Entry Level,1 - 2,"Engineering - Mechanical/Electrical, Mechanical Engineering, Mechanical, Production",2
1114,Linux System Administrator,Confidential,Egypt,Giza,Full Time,On-site,Experienced,1 - 4,"IT/Software Development, Linux, Network, System Administration",2
1115,Digital Marketing Manager,Confidential,Egypt,Cairo,Full Time,On-site,Manager,7 - 12,"Marketing/PR/Advertising, Media/Journalism/Publishing, Digital, Digital Marketing, Digital Marketing Manager, E-Marketing, Marketing, Social Media, digital marketing, Advertising",2
1116,"Sustainability, Carbon Footprint Section Head",Energya Cables,Egypt,Cairo,Full Time,On-site,Experienced,7 - 10,"Engineering - Construction/Civil/Architecture, Engineering - Mechanical/Electrical, Engineering - Oil & Gas/Energy, Engineering, Environmental Engineering",2
1117,Female (Pharmacist) Social Media,Pharmascienta,Egypt,Cairo,Full Time,On-site,Experienced,3 - 4,"Marketing/PR/Advertising, Online Marketing, E-Marketing, Marketing",2
1118,Growth Product Manager,Fawry for Banking Technology and Electronic Payments S.A.E,Egypt,Giza,Full Time,Hybrid,Experienced,2 - 4,"Business Development, Sales/Retail, Analysis, Product, Pre-Sales, business, Product Management",2
1119,Senior Quality Assurance / Process Improvement,Confidential,Egypt,Giza,Full Time,On-site,Experienced,5 - 7,"R&D/Science, Quality, Quality, QA, Microsoft Office, Management, Time Management, Quality Assurance, ISO 9001, Iso 45001",2
1120,Mobile Apps Growth Hacking Manager,Madar Soft,Egypt,Alexandria,Full Time,Remote,Manager,5 - 7,"Business Development, Marketing/PR/Advertising, A/B Testing, Digital Marketing, Growth Hacking, AppsFlyer, analytical, ASO, HEART framework, UAARR framework",2
1121,Sr. IT System Administrator,Haier Electric Egypt ,Egypt,Sharqia,Full Time,On-site,Experienced,3 - 5,"males_preferred, IT/Software Development, WMS, Embedded Systems, SAP",2
1122,Sales Operations Coordinator,INDEVCO,Egypt,Giza,Full Time,On-site,Experienced,2 - 5,"males_only, R&D/Science, Customer Service/Support, Operations/Management, Sales, sales skills, Manufacturing, Customer Service, operation, Logistics, Sales Operation",1
1123,Pavement Remote Inspection Engineer,StreetScan,Egypt,Cairo,Full Time,On-site,Entry Level,0 - 4,"Engineering - Construction/Civil/Architecture, Engineering Services, Roads, Transportation engineering, Engineering, QA",2
1124,Senior Mechanical Engineer,Bioneer Engineering Egypt(ENTR) ,Egypt,Giza,Full Time,On-site,Experienced,5 - 20,"Manufacturing/Production, Engineering, Mechanical, Mechanical Engineering, SolidWorks, Design, Software, AutoCAD, Tekla, Tekla Structure",2
1125,Mechanical Engineer - in Gulf,Confidential,Egypt,Cairo,Full Time,On-site,Experienced,4 - 6,"males_only, Engineering - Mechanical/Electrical, Mechanical Engineering, Road Construction, Roads, Mechanical, Mechanical engineer, Engineering, engineer, Management",2
1126,Quality Control Senior Executive,Lychee Fruit Bar,Egypt,Cairo,Full Time,On-site,Experienced,1 - 3,"Manufacturing/Production, Quality Control, Quality Assurance, quality, Production, Inspection, Engineering, Control, CAPA",2
1127,Sr. Backend Developer,Ashtar Tech   ,Egypt,Cairo,Full Time,Hybrid,Experienced,1 - 4,"IT/Software Development, back-end, Software Development, Software, Node.js",2
1128,SEO Developer,engineering tracks,Egypt,Cairo,Full Time,On-site,Experienced,2 - 5,"IT/Software Development, Marketing/PR/Advertising, SEO, CSS, HTML, front-end, JavaScript, Web Development",2
1129,Senior Web developer,Partner & More,Egypt,Cairo,Full Time,On-site,Experienced,4 - 10,"Creative/Design/Art, IT/Software Development, CSS3, JavaScript, MySQL, PHP, HTML5, Shopify, Responsive Design",2
1130,Corporate Business Application Section Head,Decorative Glass And Arab Union Glass Group,Egypt,Cairo,Full Time,On-site,Manager,10+,"males_only, IT/Software Development, Business Applications, Odoo Development, Information Technology (IT), Python, Django, Django Framework, Flask, Oracle, PostgreSQL",2
1131,R&D Electrical design Engineer,MediNeeds,Egypt,Giza,Full Time,On-site,Experienced,1 - 3,"R&D/Science, Creative/Design/Art, Engineering - Mechanical/Electrical, Electrical Engineering, PCB Design, motor control, power electronics",2
1132,CEO Executive Assistant,Egytrans,Egypt,Cairo,Full Time,On-site,Experienced,6 - 10,"Administration, R&D/Science, Business Development, Administration, Marketing, Microsoft Office, Business Development, Office management",2
1133,Quality Specialist,Gcrystal,Egypt,Giza,Full Time,On-site,Experienced,4 - 6,"R&D/Science, Operations/Management, Quality, QA, quality, Quality Assurance, Quality Control, ISO, QC",2
1134,Web developer,Movemates,Egypt,Cairo,Full Time,Remote,Entry Level,3 - 5,"IT/Software Development, Java, PHP, Software Development, Web Applications, HTML, Web Development, Web, Development, Programming",2
